"Mon","status","person_days","Deaths","MortalityRate","MR_unvac","person_days_AllGroups","Deaths_AllGroups","Average_mortality_rate","MR_ComparedToUnvacc","GroupSize_Share"
"2020-01","Doses_0",19878404,430,7.90091095844516,7.90091095844516,19878404,430,7.90091095844516,1,1
"2020-02","Doses_0",18583878,398,7.82234472266768,7.82234472266768,18583878,398,7.82234472266768,1,1
"2020-03","Doses_0",19852424,433,7.96644530662855,7.96644530662855,19852424,433,7.96644530662855,1,1
"2020-04","Doses_0",19199542,412,7.83784321521836,7.83784321521836,19199542,412,7.83784321521836,1,1
"2020-05","Doses_0",19827326,375,6.90807978846971,6.90807978846971,19827326,375,6.90807978846971,1,1
"2020-06","Doses_0",19176190,403,7.67596430782131,7.67596430782131,19176190,403,7.67596430782131,1,1
"2020-07","Doses_0",19802729,432,7.96799269434026,7.96799269434026,19802729,432,7.96799269434026,1,1
"2020-08","Doses_0",19789170,415,7.65968203820575,7.65968203820575,19789170,415,7.65968203820575,1,1
"2020-09","Doses_0",19139017,376,7.17560363732369,7.17560363732369,19139017,376,7.17560363732369,1,1
"2020-10","Doses_0",19763581,544,10.0536436185325,10.0536436185325,19763581,544,10.0536436185325,1,1
"2020-11","Doses_0",19108829,535,10.2260975803384,10.2260975803384,19108829,535,10.2260975803384,1,1
"2020-12","Doses_0",19728270,507,9.3866187962756,9.3866187962756,19729842,507,9.38587090560583,1,0.999920323741062
"2021-01","Doses_0",19553423,685,12.7955217866457,12.7955217866457,19711318,687,12.7300848172608,1,0.991989627482038
"2021-02","Doses_0",17498021,634,13.2339822886257,13.2339822886257,17785672,638,13.1020913913177,1,0.983826812953708
"2021-03","Doses_0",18878822,825,15.9613375241315,15.9613375241315,19667950,842,15.6366321858658,1,0.959877465623006
"2021-04","Doses_0",17358685,616,12.961465687061,12.961465687061,19010527,649,12.4692624249712,1,0.913109089506041
"2021-05","Doses_0",11446964,434,13.8480823386882,13.8480823386882,19626395,494,9.19341020090546,1,0.583243331238365
"2021-06","Doses_0",7152435,292,14.9114252698557,14.9114252698557,18980514,401,7.71661136257954,1,0.376830416710527
"2021-07","Doses_0",6554010,289,16.105750525251,16.105750525251,19599773,466,8.6841056781627,1,0.334392138113028
"2021-08","Doses_0",6067775,251,15.1089567427929,15.1089567427929,19585987,420,7.83238547028546,1,0.309801849659147
"2021-09","Doses_0",5686427,245,15.7368150509978,15.7368150509978,18941248,432,8.33039090138094,1,0.300213956334873
"2021-10","Doses_0",5750807,237,15.0525395827055,15.0525395827055,19559194,460,8.59007789380278,1,0.294020653407293
"2021-11","Doses_0",5213367,327,22.9097145856027,22.9097145856027,18912804,579,11.181829516131,1,0.275652779989683
"2021-12","Doses_0",5004575,361,26.346942547569,26.346942547569,19524230,636,11.8979852214402,1,0.256326369849157
"2022-01","Doses_0",4885744,259,19.3624041701735,19.3624041701735,19505726,525,9.83076712961107,1,0.250477423911317
"2022-02","Doses_0",4369743,191,15.9649549184014,15.9649549184014,17604992,431,8.94193817299093,1,0.248210450763056
"2022-03","Doses_0",4823131,204,15.4486784621857,15.4486784621857,19476938,500,9.3764738584679,1,0.247632918480307
"2022-04","Doses_0",4656317,157,12.3153664151302,12.3153664151302,18835114,418,8.10584422265775,1,0.247214696975022
"2022-05","Doses_0",4802807,155,11.7876379375644,11.7876379375644,19449360,436,8.18787867569936,1,0.246939076658564
"2022-06","Doses_0",4640703,162,12.7503311459492,12.7503311459492,18809523,395,7.67025033011204,1,0.246720929605711
"2022-07","Doses_0",4788122,150,11.4423776169446,11.4423776169446,19424159,407,7.65318848553495,1,0.246503439350965
"2022-08","Doses_0",4780430,160,12.2248416983409,12.2248416983409,19410957,438,8.24171111192508,1,0.246274823029076
"2022-09","Doses_0",4619103,186,14.7077257207731,14.7077257207731,18771613,456,8.87265255255369,1,0.246068518459229
"2022-10","Doses_0",4764769,180,13.7981505504254,13.7981505504254,19383203,435,8.19698116972721,1,0.245819486077714
"2022-11","Doses_0",4604451,150,11.8988126923275,11.8988126923275,18745416,412,8.02772261762556,1,0.245630771811092
"2022-12","Doses_0",4751710,186,14.2972740339793,14.2972740339793,19356189,510,9.62366610493419,1,0.245487890204007
"2020-01","Doses_1",0,0,NA,7.90091095844516,19878404,430,7.90091095844516,NA,0
"2020-02","Doses_1",0,0,NA,7.82234472266768,18583878,398,7.82234472266768,NA,0
"2020-03","Doses_1",0,0,NA,7.96644530662855,19852424,433,7.96644530662855,NA,0
"2020-04","Doses_1",0,0,NA,7.83784321521836,19199542,412,7.83784321521836,NA,0
"2020-05","Doses_1",0,0,NA,6.90807978846971,19827326,375,6.90807978846971,NA,0
"2020-06","Doses_1",0,0,NA,7.67596430782131,19176190,403,7.67596430782131,NA,0
"2020-07","Doses_1",0,0,NA,7.96799269434026,19802729,432,7.96799269434026,NA,0
"2020-08","Doses_1",0,0,NA,7.65968203820575,19789170,415,7.65968203820575,NA,0
"2020-09","Doses_1",0,0,NA,7.17560363732369,19139017,376,7.17560363732369,NA,0
"2020-10","Doses_1",0,0,NA,10.0536436185325,19763581,544,10.0536436185325,NA,0
"2020-11","Doses_1",0,0,NA,10.2260975803384,19108829,535,10.2260975803384,NA,0
"2020-12","Doses_1",1569,0,NA,9.3866187962756,19729842,507,9.38587090560583,NA,7.95242050088389e-05
"2021-01","Doses_1",144673,2,NA,12.7955217866457,19711318,687,12.7300848172608,NA,0.00733959038152598
"2021-02","Doses_1",103112,2,NA,13.2339822886257,17785672,638,13.1020913913177,NA,0.00579747563094608
"2021-03","Doses_1",447992,7,NA,15.9613375241315,19667950,842,15.6366321858658,NA,0.0227777678914173
"2021-04","Doses_1",955556,15,5.73357291461725,12.961465687061,19010527,649,12.4692624249712,0.442355290138282,0.0502645718343316
"2021-05","Doses_1",7039397,41,2.12734840782527,13.8480823386882,19626395,494,9.19341020090546,0.153620433197597,0.358669893273828
"2021-06","Doses_1",7165643,56,2.85445423390476,14.9114252698557,18980514,401,7.71661136257954,0.191427323830353,0.377526288276492
"2021-07","Doses_1",1653706,56,12.368583049224,16.105750525251,19599773,466,8.6841056781627,0.767960675277582,0.0843737322876137
"2021-08","Doses_1",600812,22,13.3743999786955,15.1089567427929,19585987,420,7.83238547028546,0.885196787996314,0.0306756049618536
"2021-09","Doses_1",186291,14,27.4489910945778,15.7368150509978,18941248,432,8.33039090138094,1.74425326888731,0.00983520198880243
"2021-10","Doses_1",148280,9,NA,15.0525395827055,19559194,460,8.59007789380278,NA,0.00758108948661177
"2021-11","Doses_1",338858,14,15.0903918455518,22.9097145856027,18912804,579,11.181829516131,0.658689648409463,0.0179168567495333
"2021-12","Doses_1",323456,20,22.5842154728928,26.346942547569,19524230,636,11.8979852214402,0.857185437441833,0.0165669017420918
"2022-01","Doses_1",163044,9,NA,19.3624041701735,19505726,525,9.83076712961107,NA,0.00835877628958799
"2022-02","Doses_1",105439,13,45.0331471277231,15.9649549184014,17604992,431,8.94193817299093,2.82075003392696,0.00598915353099848
"2022-03","Doses_1",100646,4,NA,15.4486784621857,19476938,500,9.3764738584679,NA,0.00516744469792942
"2022-04","Doses_1",93887,8,NA,12.3153664151302,18835114,418,8.10584422265775,NA,0.00498467914768129
"2022-05","Doses_1",94815,12,46.2268628381585,11.7876379375644,19449360,436,8.18787867569936,3.92163918530653,0.00487496760818865
"2022-06","Doses_1",90536,12,48.4116815410444,12.7503311459492,18809523,395,7.67025033011204,3.79689601680854,0.00481330653626889
"2022-07","Doses_1",93089,3,NA,11.4423776169446,19424159,407,7.65318848553495,NA,0.00479243399933042
"2022-08","Doses_1",93080,9,NA,12.2248416983409,19410957,438,8.24171111192508,NA,0.00479522982818415
"2022-09","Doses_1",89666,5,NA,14.7077257207731,18771613,456,8.87265255255369,NA,0.00477668061876196
"2022-10","Doses_1",92525,9,NA,13.7981505504254,19383203,435,8.19698116972721,NA,0.0047734628791743
"2022-11","Doses_1",89081,6,NA,11.8988126923275,18745416,412,8.02772261762556,NA,0.00475214847192508
"2022-12","Doses_1",91760,4,NA,14.2972740339793,19356189,510,9.62366610493419,NA,0.00474060260519258
"2020-01","Doses_2",0,0,NA,7.90091095844516,19878404,430,7.90091095844516,NA,0
"2020-02","Doses_2",0,0,NA,7.82234472266768,18583878,398,7.82234472266768,NA,0
"2020-03","Doses_2",0,0,NA,7.96644530662855,19852424,433,7.96644530662855,NA,0
"2020-04","Doses_2",0,0,NA,7.83784321521836,19199542,412,7.83784321521836,NA,0
"2020-05","Doses_2",0,0,NA,6.90807978846971,19827326,375,6.90807978846971,NA,0
"2020-06","Doses_2",0,0,NA,7.67596430782131,19176190,403,7.67596430782131,NA,0
"2020-07","Doses_2",0,0,NA,7.96799269434026,19802729,432,7.96799269434026,NA,0
"2020-08","Doses_2",0,0,NA,7.65968203820575,19789170,415,7.65968203820575,NA,0
"2020-09","Doses_2",0,0,NA,7.17560363732369,19139017,376,7.17560363732369,NA,0
"2020-10","Doses_2",0,0,NA,10.0536436185325,19763581,544,10.0536436185325,NA,0
"2020-11","Doses_2",0,0,NA,10.2260975803384,19108829,535,10.2260975803384,NA,0
"2020-12","Doses_2",3,0,NA,9.3866187962756,19729842,507,9.38587090560583,NA,1.52053929271202e-07
"2021-01","Doses_2",13222,0,NA,12.7955217866457,19711318,687,12.7300848172608,NA,0.000670782136435524
"2021-02","Doses_2",184539,2,NA,13.2339822886257,17785672,638,13.1020913913177,NA,0.010375711415346
"2021-03","Doses_2",341136,10,NA,15.9613375241315,19667950,842,15.6366321858658,NA,0.0173447664855768
"2021-04","Doses_2",696286,18,9.44224068845273,12.961465687061,19010527,649,12.4692624249712,0.728485567637511,0.0366263386596279
"2021-05","Doses_2",1140010,19,6.0874466013456,13.8480823386882,19626395,494,9.19341020090546,0.439587695426877,0.0580855526447929
"2021-06","Doses_2",4662329,53,4.15205576440444,14.9114252698557,18980514,401,7.71661136257954,0.278447947749037,0.245637657652475
"2021-07","Doses_2",11391708,121,3.87959821301599,16.105750525251,19599773,466,8.6841056781627,0.24088279567807,0.581216323270683
"2021-08","Doses_2",12916861,147,4.15671810666694,15.1089567427929,19585987,420,7.83238547028546,0.275116156424879,0.659495025703836
"2021-09","Doses_2",13065171,173,4.83638905300206,15.7368150509978,18941248,432,8.33039090138094,0.307329598608673,0.689773503836706
"2021-10","Doses_2",13556155,213,5.73896137953572,15.0525395827055,19559194,460,8.59007789380278,0.381262002202568,0.69308351867669
"2021-11","Doses_2",12832994,233,6.63159742769302,22.9097145856027,18912804,579,11.181829516131,0.289466610459676,0.678534711193538
"2021-12","Doses_2",10846330,217,7.30747174389863,26.346942547569,19524230,636,11.8979852214402,0.277355588061313,0.555531767449984
